num__CustomerID,num__Recency,num__Frequency,num__MonetaryTotal,num__MonetaryAvg,num__MonetaryStd,num__AvgQuantityPerTransaction,num__CustomerTenureDays,num__FirstPurchaseDaysAgo,num__PreferredDayOfWeek,num__PreferredHour,num__PreferredMonth,num__WeekendPurchaseRatio,num__AvgDaysBetweenPurchases,num__UniqueProducts,num__AvgProductsPerTransaction,num__UniqueCountries,num__NegativeQuantityCount,num__ZeroPriceCount,num__ReturnRatio,num__Age,num__SupportTicketsCount,num__SatisfactionScore,num__RegYear,num__RegMonth,num__RegDay,num__RegWeekday,num__IsPrivateIP,num__IpFirstOctet,cat_low__RFMSegment_Champions,cat_low__RFMSegment_Dormants,cat_low__RFMSegment_Fidèles,cat_low__RFMSegment_Potentiels,cat_low__AgeCategory_18-24,cat_low__AgeCategory_25-34,cat_low__AgeCategory_35-44,cat_low__AgeCategory_45-54,cat_low__AgeCategory_55-64,cat_low__AgeCategory_65+,cat_low__AgeCategory_Inconnu,cat_low__SpendingCategory_High,cat_low__SpendingCategory_Low,cat_low__SpendingCategory_Medium,cat_low__SpendingCategory_VIP,cat_low__CustomerType_Hyperactif,cat_low__CustomerType_Nouveau,cat_low__CustomerType_Occasionnel,cat_low__CustomerType_Perdu,cat_low__CustomerType_Régulier,cat_low__FavoriteSeason_Automne,cat_low__FavoriteSeason_Hiver,cat_low__FavoriteSeason_Printemps,cat_low__FavoriteSeason_Été,cat_low__PreferredTimeOfDay_Après-midi,cat_low__PreferredTimeOfDay_Matin,cat_low__PreferredTimeOfDay_Midi,cat_low__PreferredTimeOfDay_Soir,cat_low__Region_Afrique,cat_low__Region_Amérique du Nord,cat_low__Region_Amérique du Sud,cat_low__Region_Asie,cat_low__Region_Autre,cat_low__Region_Europe centrale,cat_low__Region_Europe continentale,cat_low__Region_Europe de l'Est,cat_low__Region_Europe du Nord,cat_low__Region_Europe du Sud,cat_low__Region_Moyen-Orient,cat_low__Region_Océanie,cat_low__Region_UK,cat_low__LoyaltyLevel_Ancien,cat_low__LoyaltyLevel_Jeune,cat_low__LoyaltyLevel_Nouveau,cat_low__LoyaltyLevel_Établi,cat_low__ChurnRiskCategory_Critique,cat_low__ChurnRiskCategory_Faible,cat_low__ChurnRiskCategory_Moyen,cat_low__ChurnRiskCategory_Élevé,cat_low__WeekendPreference_Inconnu,cat_low__WeekendPreference_Semaine,cat_low__WeekendPreference_Weekend,cat_low__BasketSizeCategory_Grand,cat_low__BasketSizeCategory_Moyen,cat_low__BasketSizeCategory_Petit,cat_low__ProductDiversity_Explorateur,cat_low__ProductDiversity_Modéré,cat_low__ProductDiversity_Spécialisé,cat_low__Gender_F,cat_low__Gender_M,cat_low__Gender_Unknown,cat_low__AccountStatus_Active,cat_low__AccountStatus_Closed,cat_low__AccountStatus_Pending,cat_low__AccountStatus_Suspended,cat_high__Country,Churn
-1.3193867416336813,-0.8072415692921839,-0.45958585463383594,-0.28076288742250705,-0.4598763855124134,-0.34825616820338656,-0.4469273459648898,1.6696454283516273,1.1959695752680088,-1.3676708574761034,0.6726980416046059,1.2664726404673212,-0.4679294353718749,0.1547604064180602,0.26059285398401016,1.498780202339849,0.0,-0.39692299048726787,0.0,-0.3772764897980894,-0.0072898219072113765,-0.14141697687525076,-0.08748635201586347,-1.000286000291832,1.1976393787036077,-0.7838920101812551,-1.013436397344195,-0.28634345506301645,-0.016478442513977655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
1.566538991799797,1.3230941337273565,-0.45958585463383594,-0.5461142658934082,-0.20204730990043263,0.045073176486508056,-0.4065000253425745,-1.0061943586834667,-0.0032118299971456384,0.26578029983056783,1.112814982950033,-1.0384218813719825,-0.4679294353718749,-0.5416603271474936,-0.8336666196007415,-0.9934761070458435,0.0,-0.39692299048726787,0.0,-0.3772764897980894,0.2568812372587787,-0.1342058019072175,-0.21603247512488635,0.999714081480948,-0.49956914783692297,1.064103513272928,-0.515195559229103,-0.28634345506301645,0.6130846288841756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9013440091507006,1
-0.06751974337751415,0.6163005126320884,-0.45958585463383594,-0.34713737084526963,-0.1337211829174673,-0.40450763087941977,-0.25892443227538614,-0.14932431452054332,0.35992056737188005,-0.27870341927165593,-0.20753584108624784,-1.3265336966018955,-0.4679294353718749,0.238878641090304,-0.5297056547160882,-0.30118268777204005,0.0,-0.39692299048726787,0.0,-0.3772764897980894,1.9079503570462166,-0.1342058019072175,-0.21603247512488635,-1.000286000291832,-0.21670106008016787,0.25560547176172294,0.4812861170010813,-0.28634345506301645,-0.21740282700274996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9013440091507006,1
-0.09195209185649139,-0.39909314020900094,0.525603193376702,0.3018955739751129,0.049646626488805384,-0.12372943468926073,0.16197303537737465,0.5797668634075581,0.31769587000338867,-0.8231871383738796,0.6726980416046059,0.11402537954766932,0.29466271244665054,-0.04081448919490683,0.23019675749554486,-0.491563378072336,0.0,-0.1822555457402874,0.0,-0.21399731837411975,-0.0072898219072113765,-0.14141697687525076,-0.08748635201586347,0.999714081480948,-1.0653053233504333,0.3711051919776094,0.9795269551161735,-0.28634345506301645,-1.2086297904806933,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
0.7079164595385968,-0.39909314020900094,0.03300866937143304,0.030253594516287785,-0.30597818383757774,-0.11195928300700096,-0.31251792854495175,0.9405542504235259,0.7146080252672075,-0.8231871383738796,-0.6476527824316748,-1.6146455118318084,-0.4679294353718749,-0.10175130338189274,0.4581674811590348,0.10034749540676603,0.0,-0.39692299048726787,0.0,-0.3772764897980894,-0.601674705030689,-0.148628151843284,-0.2803055366793978,0.999714081480948,-1.3481734111071884,-0.3218931293177093,1.4777677932312656,-0.28634345506301645,-0.11024315527540474,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
0.4385789036870144,-0.3791834607415286,-0.623784029302259,-0.44513771921090517,-0.39725268622545645,-0.318181885840412,-0.2759647513005734,-1.0061943586834667,-1.4557414194732483,1.899231457137239,1.112814982950033,0.6902490100074953,3.165597857175218,-0.5416603271474936,-0.3777251722737616,1.2218628346303277,0.0,-0.39692299048726787,0.0,-0.3772764897980894,-0.07333258669870889,-0.1342058019072175,-0.21603247512488635,0.999714081480948,0.3490351154333424,0.3711051919776094,0.4812861170010813,-0.28634345506301645,-1.4095541749694656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
-0.3880488865183822,-0.4090479799427371,-0.295387679965413,-0.20278799465104583,-0.058694911046545076,0.027361089614957795,-0.0034666814036609516,0.8578738075657,0.6132687515828282,-1.3676708574761034,-0.6476527824316748,0.6902490100074953,-0.4679294353718749,0.6421571080131661,-0.31693297929683095,-0.25502979315378654,0.0,-0.39692299048726787,0.0,-0.3772764897980894,-0.0072898219072113765,-0.1342058019072175,-0.023213290461352013,0.999714081480948,-1.6310414988639435,-0.7838920101812551,1.4777677932312656,-0.28634345506301645,0.6666644647478482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
0.49442427163896235,2.029887754822625,-0.623784029302259,-0.5525138438399044,1.200937649525642,-0.5609408127120787,2.2484942091902687,-1.0061943586834667,0.5879339331617334,-0.27870341927165593,0.6726980416046059,-1.6146455118318084,-0.4679294353718749,-0.3170433263375068,-0.8792607643334395,-1.062705448973224,0.0,-0.39692299048726787,0.0,-0.3772764897980894,-0.07333258669870889,-0.15583932681131724,-0.08748635201586347,-1.000286000291832,1.1976393787036077,-0.43739284953359575,0.4812861170010813,3.492309610428941,1.4837569616688555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9013440091507006,1
-0.3892123316840478,-0.8769254474283371,-0.295387679965413,-0.22825478252151296,-0.5070139570338117,-0.4096958709808454,-0.5072504650297539,-0.682988991148329,-1.5148559957891363,1.899231457137239,1.5529319242954598,0.6902490100074953,1.5269482938696664,-0.4886874608820475,1.126881603905272,1.9372327012132582,0.0,-0.1822555457402874,0.0,-0.2908345755148108,-1.7244017064861468,-0.11978345197115102,-0.15175941357037492,0.999714081480948,1.1976393787036077,-0.09089368888593641,-1.013436397344195,-0.28634345506301645,1.0551182747594747,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
-0.06112079496635344,-0.3094995826053754,-0.623784029302259,-0.3935577973708533,-0.016848428005681062,-0.15032631512167322,-0.30430464632285,-1.0061943586834667,-1.3966268431573605,-1.3676708574761034,-1.9680036064679554,0.6902490100074953,-0.4679294353718749,-0.5416603271474936,-0.6056958959372515,0.1834227057196224,0.0,-0.39692299048726787,0.0,-0.3772764897980894,-0.0072898219072113765,-0.148628151843284,-0.15175941357037492,0.999714081480948,0.3490351154333424,-0.6683922899653686,-0.515195559229103,-0.28634345506301645,-0.9005457342645758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9013440091507006,0
